flightNumber,departureAirportFsCode,arrivalAirportFsCode,departureTime,arrivalTime,stops,departureTerminal,arrivalTerminal
4806,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2,
2444,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2,
6739,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2,
3924,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4,
6132,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4,
3924,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4,
6535,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4,
2053,MAD,PMI,2023-04-24T12:45:00.000,2023-04-24T14:10:00.000,0,1,
6013,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
7459,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
6952,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
4363,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
6756,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
4800,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2,
6049,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2,
6819,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2,
4804,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2,
4323,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2,
3349,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2,
6097,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
9388,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
6814,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
3333,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
4802,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
4372,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
7320,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2,
3920,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
5387,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
6002,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
7160,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
3920,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
6998,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
5446,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4,
3914,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
6112,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
7158,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
3914,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
6997,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
8689,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4,
6031,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2,
4367,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2,
6907,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2,
3011,MAD,PMI,2023-04-25T23:25:00.000,2023-04-26T00:50:00.000,0,1,
6079,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
6128,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
4836,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
4324,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
2446,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
6813,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
2079,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
3317,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2,
3920,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
5387,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
6002,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
7160,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
3920,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
6998,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
5446,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4,
3912,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
6077,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
3912,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
6550,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
8688,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
7115,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
7174,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4,
6097,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
9388,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
6814,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
3333,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
4802,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
4372,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
7320,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2,
2061,MAD,PMI,2023-04-25T13:45:00.000,2023-04-25T15:10:00.000,0,1,
3918,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4,
6061,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4,
3918,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4,
5084,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4,
2051,MAD,PMI,2023-04-25T06:15:00.000,2023-04-25T07:40:00.000,0,1,
6067,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
9413,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
9390,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
6842,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
4320,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
3351,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
4806,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
2444,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
6739,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2,
2775,MAD,PMI,2023-04-25T20:45:00.000,2023-04-25T22:10:00.000,0,1,
3924,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4,
6132,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4,
3924,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4,
6535,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4,
2063,MAD,PMI,2023-04-25T19:55:00.000,2023-04-25T21:20:00.000,0,1,
6013,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
7459,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
6952,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
4363,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
6756,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
4800,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2,
6049,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2,
6819,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2,
4804,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2,
4323,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2,
3349,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2,
3916,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4,
3916,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4,
6996,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4,
3914,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
6112,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
7158,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
3914,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
6997,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
8689,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4,
6031,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2,
4367,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2,
6907,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2,
2061,MAD,PMI,2023-04-26T14:10:00.000,2023-04-26T15:35:00.000,0,1,
3912,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
6077,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
7174,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
3912,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
6550,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
8688,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
7115,MAD,PMI,2023-04-26T15:40:00.000,2023-04-26T17:05:00.000,0,4,
6079,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
6128,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
4836,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
4324,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
2446,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
6079,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
6813,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
2079,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
3317,MAD,PMI,2023-04-26T17:05:00.000,2023-04-26T18:25:00.000,0,2,
2775,MAD,PMI,2023-04-26T20:35:00.000,2023-04-26T22:00:00.000,0,1,
3914,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
6112,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
3914,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
6997,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
8689,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
7158,MAD,PMI,2023-04-26T11:25:00.000,2023-04-26T12:50:00.000,0,4,
3011,MAD,PMI,2023-04-26T12:40:00.000,2023-04-26T14:05:00.000,0,1,
6067,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
9413,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
9390,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
6842,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
4320,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
3351,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
4806,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
2444,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
6067,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
6739,MAD,PMI,2023-04-26T14:35:00.000,2023-04-26T15:55:00.000,0,2,
3920,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
5387,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
6002,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
7160,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
3920,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
6998,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
5446,MAD,PMI,2023-04-26T19:35:00.000,2023-04-26T20:55:00.000,0,4,
3924,MAD,PMI,2023-04-26T09:30:00.000,2023-04-26T10:55:00.000,0,4,
6132,MAD,PMI,2023-04-26T09:30:00.000,2023-04-26T10:55:00.000,0,4,
3924,MAD,PMI,2023-04-26T09:30:00.000,2023-04-26T10:55:00.000,0,4,
6535,MAD,PMI,2023-04-26T09:30:00.000,2023-04-26T10:55:00.000,0,4,
2051,MAD,PMI,2023-04-26T06:35:00.000,2023-04-26T08:00:00.000,0,1,
3918,MAD,PMI,2023-04-26T07:10:00.000,2023-04-26T08:35:00.000,0,4,
6061,MAD,PMI,2023-04-26T07:10:00.000,2023-04-26T08:35:00.000,0,4,
3918,MAD,PMI,2023-04-26T07:10:00.000,2023-04-26T08:35:00.000,0,4,
6918,MAD,PMI,2023-04-26T07:10:00.000,2023-04-26T08:35:00.000,0,4,
5084,MAD,PMI,2023-04-26T07:10:00.000,2023-04-26T08:35:00.000,0,4,
6013,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
7459,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
6952,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
4363,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
6756,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
4800,MAD,PMI,2023-04-26T10:15:00.000,2023-04-26T11:35:00.000,0,2,
6049,MAD,PMI,2023-04-26T21:45:00.000,2023-04-26T23:05:00.000,0,2,
6819,MAD,PMI,2023-04-26T21:45:00.000,2023-04-26T23:05:00.000,0,2,
4804,MAD,PMI,2023-04-26T21:45:00.000,2023-04-26T23:05:00.000,0,2,
4323,MAD,PMI,2023-04-26T21:45:00.000,2023-04-26T23:05:00.000,0,2,
3349,MAD,PMI,2023-04-26T21:45:00.000,2023-04-26T23:05:00.000,0,2,
3916,MAD,PMI,2023-04-26T22:40:00.000,2023-04-26T23:59:00.000,0,4,
3916,MAD,PMI,2023-04-26T22:40:00.000,2023-04-26T23:59:00.000,0,4,
6996,MAD,PMI,2023-04-26T22:40:00.000,2023-04-26T23:59:00.000,0,4,
6097,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
9388,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
6814,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
3333,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
4802,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
6077,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
4372,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
7320,MAD,PMI,2023-04-26T19:00:00.000,2023-04-26T20:20:00.000,0,2,
6031,MAD,PMI,2023-04-26T08:20:00.000,2023-04-26T09:40:00.000,0,2,
4367,MAD,PMI,2023-04-26T08:20:00.000,2023-04-26T09:40:00.000,0,2,
6907,MAD,PMI,2023-04-26T08:20:00.000,2023-04-26T09:40:00.000,0,2,
3922,MAD,PMI,2023-04-26T18:20:00.000,2023-04-26T19:40:00.000,0,4,
6106,MAD,PMI,2023-04-26T18:20:00.000,2023-04-26T19:40:00.000,0,4,
3922,MAD,PMI,2023-04-26T18:20:00.000,2023-04-26T19:40:00.000,0,4,
2063,MAD,PMI,2023-04-26T17:40:00.000,2023-04-26T19:05:00.000,0,1,
3912,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
6077,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
7174,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
3912,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
6550,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
8688,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
7115,MAD,PMI,2023-04-27T15:40:00.000,2023-04-27T17:05:00.000,0,4,
6079,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
6128,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
4836,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
4324,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
2446,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
6813,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
2079,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
3317,MAD,PMI,2023-04-27T17:05:00.000,2023-04-27T18:25:00.000,0,2,
2775,MAD,PMI,2023-04-27T15:20:00.000,2023-04-27T16:40:00.000,0,1,
3922,MAD,PMI,2023-04-27T18:20:00.000,2023-04-27T19:40:00.000,0,4,
3922,MAD,PMI,2023-04-27T18:20:00.000,2023-04-27T19:40:00.000,0,4,
2063,MAD,PMI,2023-04-27T12:55:00.000,2023-04-27T14:20:00.000,0,1,
3916,MAD,PMI,2023-04-27T22:35:00.000,2023-04-27T23:55:00.000,0,4,
3916,MAD,PMI,2023-04-27T22:35:00.000,2023-04-27T23:55:00.000,0,4,
6996,MAD,PMI,2023-04-27T22:35:00.000,2023-04-27T23:55:00.000,0,4,
6049,MAD,PMI,2023-04-27T21:45:00.000,2023-04-27T23:05:00.000,0,2,
6819,MAD,PMI,2023-04-27T21:45:00.000,2023-04-27T23:05:00.000,0,2,
4804,MAD,PMI,2023-04-27T21:45:00.000,2023-04-27T23:05:00.000,0,2,
4323,MAD,PMI,2023-04-27T21:45:00.000,2023-04-27T23:05:00.000,0,2,
3349,MAD,PMI,2023-04-27T21:45:00.000,2023-04-27T23:05:00.000,0,2,
7849,MAD,PMI,2023-04-27T13:35:00.000,2023-04-27T15:00:00.000,0,1,
6067,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
9413,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
9390,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
6842,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
4320,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
3351,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
4806,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
2444,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
6739,MAD,PMI,2023-04-27T14:35:00.000,2023-04-27T15:55:00.000,0,2,
3924,MAD,PMI,2023-04-27T09:30:00.000,2023-04-27T10:55:00.000,0,4,
6132,MAD,PMI,2023-04-27T09:30:00.000,2023-04-27T10:55:00.000,0,4,
3924,MAD,PMI,2023-04-27T09:30:00.000,2023-04-27T10:55:00.000,0,4,
6535,MAD,PMI,2023-04-27T09:30:00.000,2023-04-27T10:55:00.000,0,4,
6013,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
7459,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
6952,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
4363,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
6756,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
4800,MAD,PMI,2023-04-27T10:15:00.000,2023-04-27T11:35:00.000,0,2,
2051,MAD,PMI,2023-04-27T07:05:00.000,2023-04-27T08:30:00.000,0,1,
3918,MAD,PMI,2023-04-27T07:10:00.000,2023-04-27T08:35:00.000,0,4,
6061,MAD,PMI,2023-04-27T07:10:00.000,2023-04-27T08:35:00.000,0,4,
3918,MAD,PMI,2023-04-27T07:10:00.000,2023-04-27T08:35:00.000,0,4,
5084,MAD,PMI,2023-04-27T07:10:00.000,2023-04-27T08:35:00.000,0,4,
6097,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
9388,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
6814,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
3333,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
4802,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
4372,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
7320,MAD,PMI,2023-04-27T19:00:00.000,2023-04-27T20:20:00.000,0,2,
2053,MAD,PMI,2023-04-27T08:35:00.000,2023-04-27T10:00:00.000,0,1,
3920,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
5387,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
6002,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
7160,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
3920,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
6998,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
5446,MAD,PMI,2023-04-27T19:40:00.000,2023-04-27T21:00:00.000,0,4,
2061,MAD,PMI,2023-04-27T09:30:00.000,2023-04-27T10:55:00.000,0,1,
3914,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
6112,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
7158,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
3914,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
6997,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
8689,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
1831,MAD,PMI,2023-04-27T11:25:00.000,2023-04-27T12:50:00.000,0,4,
6031,MAD,PMI,2023-04-27T08:20:00.000,2023-04-27T09:40:00.000,0,2,
4367,MAD,PMI,2023-04-27T08:20:00.000,2023-04-27T09:40:00.000,0,2,
6907,MAD,PMI,2023-04-27T08:20:00.000,2023-04-27T09:40:00.000,0,2,
3912,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
6077,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
7174,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
3912,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
6550,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
8688,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
7115,MAD,PMI,2023-04-28T15:40:00.000,2023-04-28T17:05:00.000,0,4,
2061,MAD,PMI,2023-04-28T10:10:00.000,2023-04-28T11:35:00.000,0,1,
2063,MAD,PMI,2023-04-28T17:45:00.000,2023-04-28T19:10:00.000,0,1,
3918,MAD,PMI,2023-04-28T07:05:00.000,2023-04-28T08:30:00.000,0,4,
6061,MAD,PMI,2023-04-28T07:05:00.000,2023-04-28T08:30:00.000,0,4,
3918,MAD,PMI,2023-04-28T07:05:00.000,2023-04-28T08:30:00.000,0,4,
6918,MAD,PMI,2023-04-28T07:05:00.000,2023-04-28T08:30:00.000,0,4,
5084,MAD,PMI,2023-04-28T07:05:00.000,2023-04-28T08:30:00.000,0,4,
2051,MAD,PMI,2023-04-28T07:40:00.000,2023-04-28T09:05:00.000,0,1,
6079,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
6128,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
4836,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
4324,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
2446,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
6079,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
6813,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
2079,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
3317,MAD,PMI,2023-04-28T17:05:00.000,2023-04-28T18:25:00.000,0,2,
3920,MAD,PMI,2023-04-28T19:35:00.000,2023-04-28T20:55:00.000,0,4,
5387,MAD,PMI,2023-04-28T19:35:00.000,2023-04-28T20:55:00.000,0,4,
6002,MAD,PMI,2023-04-28T19:35:00.000,2023-04-28T20:55:00.000,0,4,
7160,MAD,PMI,2023-04-28T19:35:00.000,2023-04-28T20:55:00.000,0,4,
