,flightNumber,departureAirportFsCode,arrivalAirportFsCode,departureTime,arrivalTime,stops,departureTerminal,arrivalTerminal
973,3924,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:40:00.000,0,4.0,
974,3924,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:40:00.000,0,4.0,
975,6535,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:40:00.000,0,4.0,
976,6132,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:40:00.000,0,4.0,
977,2061,MAD,PMI,2023-04-23T13:05:00.000,2023-04-23T14:30:00.000,0,1.0,
978,6097,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
979,9388,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
980,6814,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
981,3333,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
982,4802,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
983,6077,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
984,4372,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
985,7320,MAD,PMI,2023-04-23T19:00:00.000,2023-04-23T20:20:00.000,0,2.0,
986,6013,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
987,7459,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
988,6952,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
989,4363,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
990,6756,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
991,4800,MAD,PMI,2023-04-23T10:15:00.000,2023-04-23T11:35:00.000,0,2.0,
992,3011,MAD,PMI,2023-04-23T23:05:00.000,2023-04-24T00:30:00.000,0,1.0,
993,3920,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
994,6002,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
995,7160,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
996,3920,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
997,6998,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
998,5387,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
999,5446,MAD,PMI,2023-04-23T19:35:00.000,2023-04-23T20:55:00.000,0,4.0,
1000,3916,MAD,PMI,2023-04-23T22:35:00.000,2023-04-23T23:55:00.000,0,4.0,
1001,3916,MAD,PMI,2023-04-23T22:35:00.000,2023-04-23T23:55:00.000,0,4.0,
1002,6996,MAD,PMI,2023-04-23T22:35:00.000,2023-04-23T23:55:00.000,0,4.0,
1003,3914,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1004,6112,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1005,7158,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1006,3914,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1007,6997,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1008,8689,MAD,PMI,2023-04-23T11:25:00.000,2023-04-23T12:50:00.000,0,4.0,
1009,2053,MAD,PMI,2023-04-23T09:10:00.000,2023-04-23T10:35:00.000,0,1.0,
1010,6031,MAD,PMI,2023-04-23T08:20:00.000,2023-04-23T09:40:00.000,0,2.0,
1011,4367,MAD,PMI,2023-04-23T08:20:00.000,2023-04-23T09:40:00.000,0,2.0,
1012,6907,MAD,PMI,2023-04-23T08:20:00.000,2023-04-23T09:40:00.000,0,2.0,
1013,2051,MAD,PMI,2023-04-23T06:20:00.000,2023-04-23T07:45:00.000,0,1.0,
1014,6067,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1015,9413,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1016,9390,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1017,6842,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1018,4320,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1019,3351,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1020,4806,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1021,2444,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1022,6067,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1023,6739,MAD,PMI,2023-04-23T14:35:00.000,2023-04-23T15:55:00.000,0,2.0,
1024,3918,MAD,PMI,2023-04-23T07:10:00.000,2023-04-23T08:35:00.000,0,4.0,
1025,5084,MAD,PMI,2023-04-23T07:10:00.000,2023-04-23T08:35:00.000,0,4.0,
1026,6061,MAD,PMI,2023-04-23T07:10:00.000,2023-04-23T08:35:00.000,0,4.0,
1027,3918,MAD,PMI,2023-04-23T07:10:00.000,2023-04-23T08:35:00.000,0,4.0,
1028,7849,MAD,PMI,2023-04-23T06:05:00.000,2023-04-23T07:30:00.000,0,1.0,
1029,6079,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1030,6128,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1031,4836,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1032,4324,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1033,2446,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1034,6079,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1035,6813,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1036,2079,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1037,3317,MAD,PMI,2023-04-23T17:05:00.000,2023-04-23T18:25:00.000,0,2.0,
1038,3912,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1039,6077,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1040,7174,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1041,3912,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1042,6550,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1043,8688,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1044,7115,MAD,PMI,2023-04-23T15:40:00.000,2023-04-23T17:05:00.000,0,4.0,
1045,6049,MAD,PMI,2023-04-23T22:05:00.000,2023-04-23T23:25:00.000,0,2.0,
1046,4323,MAD,PMI,2023-04-23T22:05:00.000,2023-04-23T23:25:00.000,0,2.0,
1047,4804,MAD,PMI,2023-04-23T22:05:00.000,2023-04-23T23:25:00.000,0,2.0,
1048,6819,MAD,PMI,2023-04-23T22:05:00.000,2023-04-23T23:25:00.000,0,2.0,
1049,2775,MAD,PMI,2023-04-23T20:30:00.000,2023-04-23T21:55:00.000,0,1.0,
1050,2063,MAD,PMI,2023-04-23T18:00:00.000,2023-04-23T19:25:00.000,0,1.0,
1051,3922,MAD,PMI,2023-04-24T18:20:00.000,2023-04-24T19:40:00.000,0,4.0,
1052,3922,MAD,PMI,2023-04-24T18:20:00.000,2023-04-24T19:40:00.000,0,4.0,
1053,2053,MAD,PMI,2023-04-24T12:45:00.000,2023-04-24T14:10:00.000,0,1.0,
1054,6097,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1055,9388,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1056,6814,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1057,3333,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1058,4802,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1059,4372,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1060,7320,MAD,PMI,2023-04-24T19:00:00.000,2023-04-24T20:20:00.000,0,2.0,
1061,6013,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1062,7459,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1063,6952,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1064,4363,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1065,6756,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1066,4800,MAD,PMI,2023-04-24T10:15:00.000,2023-04-24T11:35:00.000,0,2.0,
1067,3916,MAD,PMI,2023-04-24T22:35:00.000,2023-04-24T23:55:00.000,0,4.0,
1068,3916,MAD,PMI,2023-04-24T22:35:00.000,2023-04-24T23:55:00.000,0,4.0,
1069,6996,MAD,PMI,2023-04-24T22:35:00.000,2023-04-24T23:55:00.000,0,4.0,
1070,3914,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1071,6112,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1072,7158,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1073,3914,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1074,6997,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1075,8689,MAD,PMI,2023-04-24T11:25:00.000,2023-04-24T12:50:00.000,0,4.0,
1076,2051,MAD,PMI,2023-04-24T09:05:00.000,2023-04-24T10:30:00.000,0,1.0,
1077,3924,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4.0,
1078,3924,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4.0,
1079,6535,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4.0,
1080,6132,MAD,PMI,2023-04-24T09:30:00.000,2023-04-24T10:55:00.000,0,4.0,
1081,3918,MAD,PMI,2023-04-24T07:05:00.000,2023-04-24T08:30:00.000,0,4.0,
1082,3918,MAD,PMI,2023-04-24T07:05:00.000,2023-04-24T08:30:00.000,0,4.0,
1083,6918,MAD,PMI,2023-04-24T07:05:00.000,2023-04-24T08:30:00.000,0,4.0,
1084,5084,MAD,PMI,2023-04-24T07:05:00.000,2023-04-24T08:30:00.000,0,4.0,
1085,6061,MAD,PMI,2023-04-24T07:05:00.000,2023-04-24T08:30:00.000,0,4.0,
1086,6049,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2.0,
1087,6819,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2.0,
1088,4804,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2.0,
1089,4323,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2.0,
1090,3349,MAD,PMI,2023-04-24T21:45:00.000,2023-04-24T23:05:00.000,0,2.0,
1091,6031,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2.0,
1092,4367,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2.0,
1093,6907,MAD,PMI,2023-04-24T08:20:00.000,2023-04-24T09:40:00.000,0,2.0,
1094,6067,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1095,9413,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1096,9390,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1097,6842,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1098,4320,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1099,3351,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1100,4806,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1101,2444,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1102,6739,MAD,PMI,2023-04-24T14:35:00.000,2023-04-24T15:55:00.000,0,2.0,
1103,3920,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1104,6002,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1105,7160,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1106,3920,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1107,6998,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1108,5446,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1109,5387,MAD,PMI,2023-04-24T19:40:00.000,2023-04-24T21:00:00.000,0,4.0,
1110,2063,MAD,PMI,2023-04-24T17:30:00.000,2023-04-24T18:55:00.000,0,1.0,
1111,3011,MAD,PMI,2023-04-24T20:10:00.000,2023-04-24T21:35:00.000,0,1.0,
1112,2775,MAD,PMI,2023-04-24T19:35:00.000,2023-04-24T21:05:00.000,0,1.0,
1113,6079,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1114,6128,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1115,4836,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1116,4324,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1117,2446,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1118,6813,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1119,2079,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1120,3317,MAD,PMI,2023-04-24T17:05:00.000,2023-04-24T18:25:00.000,0,2.0,
1121,3912,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1122,6077,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1123,7174,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1124,3912,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1125,6550,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1126,8688,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1127,7115,MAD,PMI,2023-04-24T15:40:00.000,2023-04-24T17:05:00.000,0,4.0,
1128,3920,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1129,6002,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1130,7160,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1131,3920,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1132,6998,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1133,5387,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1134,5446,MAD,PMI,2023-04-25T19:35:00.000,2023-04-25T20:55:00.000,0,4.0,
1135,3918,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4.0,
1136,3918,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4.0,
1137,5084,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4.0,
1138,6061,MAD,PMI,2023-04-25T07:05:00.000,2023-04-25T08:30:00.000,0,4.0,
1139,6013,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1140,7459,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1141,6952,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1142,4363,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1143,6756,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1144,4800,MAD,PMI,2023-04-25T10:15:00.000,2023-04-25T11:35:00.000,0,2.0,
1145,3914,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1146,6112,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1147,7158,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1148,3914,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1149,6997,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1150,8689,MAD,PMI,2023-04-25T11:25:00.000,2023-04-25T12:50:00.000,0,4.0,
1151,2051,MAD,PMI,2023-04-25T06:15:00.000,2023-04-25T07:40:00.000,0,1.0,
1152,2061,MAD,PMI,2023-04-25T13:45:00.000,2023-04-25T15:10:00.000,0,1.0,
1153,3924,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4.0,
1154,3924,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4.0,
1155,6535,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4.0,
1156,6132,MAD,PMI,2023-04-25T09:30:00.000,2023-04-25T10:55:00.000,0,4.0,
1157,6067,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1158,9413,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1159,9390,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1160,6842,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1161,4320,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1162,3351,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1163,4806,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1164,2444,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1165,6739,MAD,PMI,2023-04-25T14:35:00.000,2023-04-25T15:55:00.000,0,2.0,
1166,3912,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1167,3912,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1168,6550,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1169,8688,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1170,7115,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1171,6077,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1172,7174,MAD,PMI,2023-04-25T15:40:00.000,2023-04-25T17:05:00.000,0,4.0,
1173,6049,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2.0,
1174,6819,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2.0,
1175,4804,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2.0,
1176,4323,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2.0,
1177,3349,MAD,PMI,2023-04-25T21:45:00.000,2023-04-25T23:05:00.000,0,2.0,
1178,6031,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2.0,
1179,4367,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2.0,
1180,6907,MAD,PMI,2023-04-25T08:20:00.000,2023-04-25T09:40:00.000,0,2.0,
1181,6097,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1182,9388,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1183,6814,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1184,3333,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1185,4802,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1186,4372,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1187,7320,MAD,PMI,2023-04-25T19:00:00.000,2023-04-25T20:20:00.000,0,2.0,
1188,6079,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1189,6128,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1190,4836,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1191,4324,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1192,2446,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1193,6813,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1194,2079,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1195,3317,MAD,PMI,2023-04-25T17:05:00.000,2023-04-25T18:25:00.000,0,2.0,
1196,2063,MAD,PMI,2023-04-25T19:55:00.000,2023-04-25T21:20:00.000,0,1.0,
1197,2775,MAD,PMI,2023-04-25T20:45:00.000,2023-04-25T22:10:00.000,0,1.0,
1198,3011,MAD,PMI,2023-04-25T23:25:00.000,2023-04-26T00:50:00.000,0,1.0,
1199,3916,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4.0,
1200,3916,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4.0,
1201,6996,MAD,PMI,2023-04-25T22:40:00.000,2023-04-25T23:59:00.000,0,4.0,
1202,3864,MAD,AGP,2023-04-19T15:45:00.000,2023-04-19T17:00:00.000,0,4.0,
1203,6074,MAD,AGP,2023-04-19T15:45:00.000,2023-04-19T17:00:00.000,0,4.0,
1204,3864,MAD,AGP,2023-04-19T15:45:00.000,2023-04-19T17:00:00.000,0,4.0,
1205,8779,MAD,AGP,2023-04-19T15:45:00.000,2023-04-19T17:00:00.000,0,4.0,
1206,5039,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1207,9419,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1208,6039,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1209,6967,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1210,7585,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1211,2404,MAD,AGP,2023-04-19T15:00:00.000,2023-04-19T16:15:00.000,0,2.0,
1212,3866,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1213,6866,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1214,5436,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1215,3866,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1216,6151,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1217,8606,MAD,AGP,2023-04-19T07:30:00.000,2023-04-19T08:45:00.000,0,4.0,
1218,5043,MAD,AGP,2023-04-19T10:35:00.000,2023-04-19T11:50:00.000,0,2.0,
1219,6871,MAD,AGP,2023-04-19T10:35:00.000,2023-04-19T11:50:00.000,0,2.0,
1220,5152,MAD,AGP,2023-04-19T10:35:00.000,2023-04-19T11:50:00.000,0,2.0,
1221,3872,MAD,AGP,2023-04-19T21:20:00.000,2023-04-19T22:35:00.000,0,4.0,
1222,6102,MAD,AGP,2023-04-19T21:20:00.000,2023-04-19T22:35:00.000,0,4.0,
1223,3872,MAD,AGP,2023-04-19T21:20:00.000,2023-04-19T22:35:00.000,0,4.0,
1224,5047,MAD,AGP,2023-04-19T19:05:00.000,2023-04-19T20:20:00.000,0,2.0,
1225,6903,MAD,AGP,2023-04-19T19:05:00.000,2023-04-19T20:20:00.000,0,2.0,
1226,5153,MAD,AGP,2023-04-19T19:05:00.000,2023-04-19T20:20:00.000,0,2.0,
1227,5035,MAD,AGP,2023-04-19T06:35:00.000,2023-04-19T07:50:00.000,0,2.0,
1228,6841,MAD,AGP,2023-04-19T06:35:00.000,2023-04-19T07:50:00.000,0,2.0,
1229,7584,MAD,AGP,2023-04-19T06:35:00.000,2023-04-19T07:50:00.000,0,2.0,
1230,3864,MAD,AGP,2023-04-20T15:45:00.000,2023-04-20T17:00:00.000,0,4.0,
1231,6074,MAD,AGP,2023-04-20T15:45:00.000,2023-04-20T17:00:00.000,0,4.0,
1232,3864,MAD,AGP,2023-04-20T15:45:00.000,2023-04-20T17:00:00.000,0,4.0,
1233,8779,MAD,AGP,2023-04-20T15:45:00.000,2023-04-20T17:00:00.000,0,4.0,
1234,5035,MAD,AGP,2023-04-20T06:35:00.000,2023-04-20T07:50:00.000,0,2.0,
1235,6841,MAD,AGP,2023-04-20T06:35:00.000,2023-04-20T07:50:00.000,0,2.0,
1236,7584,MAD,AGP,2023-04-20T06:35:00.000,2023-04-20T07:50:00.000,0,2.0,
1237,5043,MAD,AGP,2023-04-20T10:35:00.000,2023-04-20T11:50:00.000,0,2.0,
1238,6871,MAD,AGP,2023-04-20T10:35:00.000,2023-04-20T11:50:00.000,0,2.0,
1239,5152,MAD,AGP,2023-04-20T10:35:00.000,2023-04-20T11:50:00.000,0,2.0,
1240,5039,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
1241,9419,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
1242,6967,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
1243,7585,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
1244,2404,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
1245,2047,MAD,AGP,2023-04-20T15:00:00.000,2023-04-20T16:15:00.000,0,2.0,
